city_ascii,state_id,lat,lng
Oak Hill,WV,37.9844,-81.1277
South Kensington,MD,39.0188,-77.0785
Fort Polk South,LA,31.0512,-93.2159
Oberlin,OH,41.286,-82.2198
Union,SC,34.7235,-81.6248
Landen,OH,39.3154,-84.2768
Lucas,TX,33.0942,-96.5797
Vinton,VA,37.2746,-79.8887
Montpelier,VT,44.2659,-72.5717
South Weber,UT,41.1334,-111.9393
Atco,NJ,39.7682,-74.8618
Groesbeck,OH,39.229,-84.5959
Fort Dix,NJ,40.006,-74.6089
Wilmington Manor,DE,39.6858,-75.5849
Port Jefferson,NY,40.9466,-73.0577
Oak Brook,IL,41.8373,-87.9516
Camden,SC,34.257,-80.609
Pismo Beach,CA,35.1487,-120.6493
Island Lake,IL,42.2782,-88.1999
Parkville,MO,39.2005,-94.7225
Fletcher,NC,35.4316,-82.5039
Newport,AR,35.6234,-91.2322
Carnegie,PA,40.408,-80.0861
Hillsdale,MI,41.9267,-84.6356
Kaufman,TX,32.5766,-96.3158
Timnath,CO,40.5338,-104.9623
North Bay Village,FL,25.8487,-80.1535
Latrobe,PA,40.3125,-79.3825
Golden Valley,AZ,35.206,-114.2327
Nevada,MO,37.8445,-94.3492
Fruitvale,CO,39.0933,-108.4789
Wahpeton,ND,46.2722,-96.6118
Butner,NC,36.1285,-78.7501
Grand Blanc,MI,42.9258,-83.6181
Brunswick,MD,39.318,-77.6253
Greenbriar,VA,38.8717,-77.397
Piedmont,OK,35.6781,-97.7526
North Weeki Wachee,FL,28.5592,-82.5537
Zebulon,NC,35.8329,-78.3158
Woodfin,NC,35.6457,-82.5915
Crestwood Village,NJ,39.9568,-74.3524
Waikele,HI,21.4025,-158.0058
Emmett,ID,43.8693,-116.4916
Oak Grove,KY,36.6686,-87.4216
Watsessing,NJ,40.7866,-74.2007
Lexington,TN,35.6618,-88.3944
Glenside,PA,40.1032,-75.1517
Silvis,IL,41.4976,-90.4101
Lincolnshire,IL,42.1958,-87.9182
Three Rivers,MI,41.947,-85.6281
Moundsville,WV,39.9221,-80.7422
Wagoner,OK,35.9645,-95.3785
South Beloit,IL,42.4825,-89.026
Gettysburg,PA,39.8304,-77.2339
Perry,IA,41.8387,-94.0938
Congers,NY,41.1491,-73.9457
Quincy,WA,47.2344,-119.853
Green,OR,43.1509,-123.3854
Mount Ivy,NY,41.1927,-74.0296
Woodland Park,CO,38.9985,-105.0594
Cottage Grove,WI,43.0922,-89.2054
Dexter,MO,36.7928,-89.9632
Siler City,NC,35.7251,-79.456
Carrollton,VA,36.9382,-76.5238
Broadview,IL,41.8583,-87.8562
South Boston,VA,36.7132,-78.9135
Santa Clara,UT,37.1312,-113.656
West Livingston,TX,30.6957,-95.0097
Dalhart,TX,36.058,-102.5123
Ashland,WI,46.5799,-90.8713
Jackson,WI,43.3233,-88.1666
Basking Ridge,NJ,40.7061,-74.5568
Farr West,UT,41.3015,-112.0318
Bernardsville,NJ,40.7268,-74.5918
Cumming,GA,34.2063,-84.1339
Blair,NE,41.5416,-96.1359
West Dundee,IL,42.0981,-88.3066
White Knoll,SC,33.8902,-81.2391
Grove City,PA,41.1572,-80.0894
Glastonbury Center,CT,41.7016,-72.6002
Waller,WA,47.2035,-122.37
Enoch,UT,37.7669,-113.0449
Thompson's Station,TN,35.8106,-86.9003
Pinson,AL,33.7055,-86.6678
Big Rapids,MI,43.6992,-85.4806
Lihue,HI,21.9721,-159.3564
Ponchatoula,LA,30.4402,-90.4428
Round Lake Park,IL,42.3309,-88.075
Yreka,CA,41.7291,-122.6312
Princeton,IL,41.3807,-89.464
Westlake Village,CA,34.1369,-118.822
Glen Ridge,NJ,40.8041,-74.2043
Robinwood,MD,39.6265,-77.663
Quincy,FL,30.5661,-84.5858
Jersey Village,TX,29.8903,-95.5721
Campbell,OH,41.0777,-80.5903
St. Joseph,MI,42.0968,-86.4849
Ripon,WI,43.8436,-88.8386
Tyrone,GA,33.4752,-84.5941
Broadview Park,FL,26.0978,-80.209
Humboldt,TN,35.8271,-88.9058
Grand Ledge,MI,42.7534,-84.7448
St. Martin,MS,30.44,-88.8652
Brevard,NC,35.2438,-82.7265
Old Jefferson,LA,30.3776,-91.006
Harrisburg,SD,43.4324,-96.7041
Four Corners,MD,39.0235,-77.0102
Tuttle,OK,35.3068,-97.7564
Magalia,CA,39.8228,-121.6078
Half Moon,NC,34.8297,-77.4591
Palmyra,PA,40.3099,-76.5943
Webster City,IA,42.4622,-93.8168
Wildewood,MD,38.3035,-76.547
Dry Run,OH,39.1049,-84.3312
Etowah,NC,35.3061,-82.5902
Lake Dallas,TX,33.1279,-97.0234
Eden Isle,LA,30.2268,-89.8043
South Cleveland,TN,35.1096,-84.9097
North Bend,WA,47.49,-121.7741
Bradford,PA,41.9605,-78.6412
Bonner Springs,KS,39.0817,-94.8776
Baldwinsville,NY,43.1578,-76.3325
Jennings Lodge,OR,45.3927,-122.6152
Ancient Oaks,PA,40.536,-75.5852
Manhasset,NY,40.7884,-73.6943
Sky Lake,FL,28.4611,-81.3913
Kill Devil Hills,NC,36.0167,-75.6699
Park City,KS,37.8101,-97.3256
Jefferson,WI,43.0044,-88.8084
Acton,CA,34.4956,-118.1858
Mount Horeb,WI,43.006,-89.7316
Ripley,TN,35.7449,-89.5358
Earlimart,CA,35.8914,-119.2721
Fanwood,NJ,40.6417,-74.3857
St. Johns,MI,43.0006,-84.5554
Hudsonville,MI,42.8632,-85.8627
Dunellen,NJ,40.5903,-74.4656
Brigantine,NJ,39.4138,-74.3787
Ruidoso,NM,33.3646,-105.6434
Fairlawn,OH,41.1271,-81.6216
Homestead Meadows South,TX,31.811,-106.1643
Bloomingdale,NJ,41.03,-74.3319
Commerce,GA,34.2134,-83.4733
Boonville,MO,38.9587,-92.7472
Floresville,TX,29.1451,-98.1651
Shorewood,MN,44.9034,-93.5905
Inverness,FL,28.8416,-82.3418
Ashland,VA,37.7597,-77.4716
Seward,NE,40.9099,-97.0957
Ludington,MI,43.9573,-86.4434
Thousand Palms,CA,33.815,-116.3545
New Albany,MS,34.4909,-89.0201
Gold River,CA,38.6268,-121.2488
Oak Ridge,NC,36.174,-79.9916
Woodlake,CA,36.4122,-119.1
Canfield,OH,41.0291,-80.7698
Nibley,UT,41.6726,-111.8461
Collinsville,VA,36.7215,-79.9122
Wellington,KS,37.2625,-97.426
Beacon Square,FL,28.2118,-82.7504
Utuado,PR,18.27,-66.7048
Ilion,NY,43.0114,-75.0396
Park City,IL,42.3521,-87.8914
Catoosa,OK,36.1834,-95.768
Lamar,CO,38.074,-102.6154
Hales Corners,WI,42.9409,-88.0491
Clinton,SC,34.4781,-81.8638
Middletown,PA,40.644,-75.3244
Pittston,PA,41.3272,-75.7888
Mystic Island,NJ,39.5659,-74.3831
Westmere,NY,42.6884,-73.8744
Farmville,VA,37.2959,-78.4002
Newberry,FL,29.6382,-82.6061
Albion,MI,42.2478,-84.7572
Kenton,OH,40.6449,-83.6093
Port Jefferson Station,NY,40.9259,-73.0652
Clear Lake,IA,43.1347,-93.374
Hubbard,OH,41.1595,-80.5672
Hewlett,NY,40.6422,-73.6942
Marshfield,MO,37.3424,-92.9107
Decorah,IA,43.3012,-91.7839
Madras,OR,44.6483,-121.139
Marion,NC,35.6777,-82.0017
Baywood,NY,40.7533,-73.2899
London,KY,37.1175,-84.0767
Brighton,MI,42.5298,-83.7848
Ojai,CA,34.4488,-119.2469
Ellwood City,PA,40.8619,-80.2829
Uniontown,OH,40.9635,-81.4062
Arcadia,FL,27.2215,-81.8585
Dade City,FL,28.3565,-82.1942
Southwest Ranches,FL,26.0476,-80.3751
Lander,WY,42.8312,-108.7599
Kenai,AK,60.5619,-151.1985
Freeland,MI,43.5198,-84.1124
Swainsboro,GA,32.5866,-82.3345
Pikeville,KY,37.4806,-82.5262
Macclenny,FL,30.2809,-82.1253
Laurel Hill,VA,38.7026,-77.2422
Fort Scott,KS,37.8283,-94.7038
Mount Sterling,KY,38.0648,-83.9472
Northridge,OH,39.9971,-83.777
Blandon,PA,40.4447,-75.8799
Gresham Park,GA,33.7053,-84.3155
Independence,OH,41.378,-81.6385
Hughson,CA,37.602,-120.866
Inverness,IL,42.1153,-88.1019
Monahans,TX,31.6289,-103.0403
Chehalis,WA,46.6638,-122.965
Loughman,FL,28.238,-81.5686
Cotati,CA,38.3278,-122.7092
Umatilla,OR,45.9119,-119.3133
New Cumberland,PA,40.2297,-76.8764
California Polytechnic State University,CA,35.3053,-120.6655
Fairfax,CA,37.9886,-122.5952
Crete,NE,40.6253,-96.9575
White Oak,PA,40.3415,-79.8008
River Oaks,TX,32.7767,-97.3985
Hastings,MI,42.6498,-85.2886
Bull Run,VA,38.8396,-77.4897
Longboat Key,FL,27.3926,-82.6341
North Springfield,VA,38.8023,-77.2027
Williston Park,NY,40.7587,-73.6465
Iron Mountain,MI,45.8275,-88.0599
Lampasas,TX,31.064,-98.1824
Camp Swift,TX,30.1885,-97.2933
Berlin,NJ,39.7915,-74.9374
Great Neck Plaza,NY,40.7869,-73.7262
Winfield,IN,41.4097,-87.2623
Breaux Bridge,LA,30.2829,-91.9043
North Riverside,IL,41.8461,-87.8263
Union,KY,38.9469,-84.6729
Knoxville,IA,41.3188,-93.1024
New London,WI,44.3949,-88.7395
Meraux,LA,29.9284,-89.9179
Tell City,IN,37.9529,-86.7595
Haddon Heights,NJ,39.8792,-75.0645
Franklin,CA,37.3275,-120.5321
Hitchcock,TX,29.2949,-95.03
Eagle,CO,39.6366,-106.8125
Mechanicstown,NY,41.4472,-74.3914
Inverness Highlands South,FL,28.8007,-82.3371
Pocahontas,AR,36.2635,-90.9706
Lockwood,MT,45.8199,-108.4072
Thompsonville,CT,41.9915,-72.5965
Reserve,LA,30.0741,-90.5557
Vernon,WI,42.884,-88.2494
Viola,NY,41.1288,-74.0855
Nyack,NY,41.0919,-73.9143
Wickenburg,AZ,33.9837,-112.7669
Sebastopol,CA,38.4001,-122.8275
Creston,IA,41.0598,-94.365
Luquillo,PR,18.3719,-65.7221
Georgetown,DE,38.6894,-75.3872
Winters,CA,38.532,-121.9781
Forestbrook,SC,33.7242,-78.9677
DuBois,PA,41.1223,-78.7565
Palmyra,NJ,40.0025,-75.036
Mantua,VA,38.8526,-77.2571
Prairie Grove,AR,35.9858,-94.3049
Alamo Heights,TX,29.4828,-98.4682
Old Town,ME,44.9491,-68.7249
Welcome,SC,34.8203,-82.46
Jerseyville,IL,39.1176,-90.327
Kimberly,WI,44.267,-88.3378
Batesville,MS,34.3148,-89.9249
Trumann,AR,35.677,-90.5259
Montevallo,AL,33.1246,-86.8477
Escalon,CA,37.7912,-120.9982
Caribou,ME,46.8662,-67.992
Belen,NM,34.7115,-106.7986
South Apopka,FL,28.657,-81.5058
Hartsville,SC,34.3675,-80.0829
Lexington,VA,37.7825,-79.4441
Red Chute,LA,32.5732,-93.6059
Page,AZ,36.9426,-111.5071
Mascotte,FL,28.611,-81.9106
Belle Plaine,MN,44.6196,-93.7606
Hudson Falls,NY,43.3042,-73.5819
Williamsburg,FL,28.4014,-81.4462
Pleasantville,NY,41.1377,-73.7828
Bloomfield,NM,36.7401,-107.9734
Crookston,MN,47.7747,-96.6062
Wauseon,OH,41.5532,-84.141
Villa Hills,KY,39.0656,-84.5949
Woodlake,VA,37.4215,-77.6783
Gridley,CA,39.3622,-121.6971
Oroville East,CA,39.4947,-121.4866
Forest City,NC,35.3339,-81.8702
Bremen,GA,33.7085,-85.1495
McCook,NE,40.2046,-100.6216
Cos Cob,CT,41.0513,-73.5934
Archbald,PA,41.5077,-75.5453
Pea Ridge,AR,36.4495,-94.1218
King,NC,36.2769,-80.3566
Bellbrook,OH,39.6383,-84.0864
Salem,IL,38.6279,-88.9591
Dunbar,WV,38.3688,-81.7345
Highlands,TX,29.813,-95.0577
Scottsburg,IN,38.6853,-85.7831
Lakes of the Four Seasons,IN,41.4074,-87.2202
Noble,OK,35.1381,-97.3695
Sunbury,OH,40.2485,-82.8806
Briarcliff Manor,NY,41.14,-73.8438
Aurora,MO,36.9673,-93.7184
Indian River Estates,FL,27.3564,-80.2983
Charles City,IA,43.0646,-92.6745
Northport,NY,40.9038,-73.3447
Washington,IA,41.2981,-91.6928
La Follette,TN,36.3718,-84.1256
Heber,CA,32.7325,-115.5294
Cedarhurst,NY,40.6252,-73.7278
Cherry Valley,CA,33.9797,-116.9694
Mira Monte,CA,34.4312,-119.2878
Cullowhee,NC,35.3097,-83.1816
Pacific,MO,38.4809,-90.754
Willow Oak,FL,27.9216,-82.0244
Taneytown,MD,39.6569,-77.1683
Nebraska City,NE,40.6762,-95.8613
Washington,NJ,40.7587,-74.9825
Elkins Park,PA,40.0775,-75.128
Mims,FL,28.6929,-80.8468
Flatwoods,KY,38.521,-82.7196
East Shoreham,NY,40.946,-72.8811
Shields,MI,43.4211,-84.0747
Walled Lake,MI,42.5379,-83.4786
West Samoset,FL,27.4702,-82.5552
St. Rose,LA,29.9649,-90.3088
Rumson,NJ,40.3626,-74.0046
Yorketown,NJ,40.3064,-74.3385
Emerson,NJ,40.9748,-74.024
Makawao,HI,20.848,-156.319
Scotia,NY,42.8321,-73.9607
Bridge City,LA,29.9321,-90.1594
Clewiston,FL,26.7529,-80.9399
Marble Falls,TX,30.5649,-98.2768
Wharton,NJ,40.8998,-74.5808
Monticello,NY,41.6522,-74.6874
Richland,MS,32.2309,-90.1591
Whitinsville,MA,42.1146,-71.6688
Riverdale Park,MD,38.9643,-76.9266
Ladera Heights,CA,33.9972,-118.374
East Hills,NY,40.7958,-73.6292
Valley Falls,SC,35.0073,-81.9692
Lacy-Lakeview,TX,31.6292,-97.1052
Southeast Arcadia,FL,27.1862,-81.8521
Kingsland,TX,30.6651,-98.4545
Lake Hallie,WI,44.8921,-91.4199
Ridley Park,PA,39.8785,-75.3251
Russellville,KY,36.8394,-86.895
North Patchogue,NY,40.7833,-73.0234
Clarkston,WA,46.4161,-117.0505
Arroyo,PR,17.9706,-66.0598
Tolleson,AZ,33.4484,-112.256
Mammoth Lakes,CA,37.6273,-118.99
Mansfield Center,MA,42.0225,-71.218
Globe,AZ,33.387,-110.7513
Greenville,AL,31.8437,-86.638
Basehor,KS,39.1332,-94.9333
Taft,CA,35.1268,-119.4243
Savannah,TN,35.221,-88.236
Jasper,TX,30.9221,-93.9947
Souderton,PA,40.311,-75.3224
North Vernon,IN,39.0171,-85.6317
Mills River,NC,35.3853,-82.5854
La Junta,CO,37.9791,-103.5471
Lake Lorraine,FL,30.4407,-86.5657
Seaside,OR,45.9889,-123.9214
Sound Beach,NY,40.9578,-72.9725
Glenolden,PA,39.8996,-75.2919
Neptune Beach,FL,30.3165,-81.4118
San Martin,CA,37.0829,-121.5963
Laurel,MT,45.6735,-108.7707
Dahlonega,GA,34.5311,-83.9804
Delafield,WI,43.072,-88.3913
Dayton,TN,35.4912,-85.012
Belterra,TX,30.1885,-97.9845
Pea Ridge,WV,38.4155,-82.3195
Pike Creek,DE,39.7488,-75.695
Mead,WA,47.7795,-117.35
Wetumpka,AL,32.5406,-86.2053
Gonzales,TX,29.5126,-97.4472
Hiawatha,IA,42.0547,-91.6911
South Haven,IN,41.5438,-87.1367
Sausalito,CA,37.8581,-122.4933
Oakdale,NY,40.7375,-73.1344
Cottonwood,CA,40.3903,-122.3156
Highgrove,CA,34.0106,-117.3098
Strasburg,VA,38.9961,-78.3549
Seminole,OK,35.2348,-96.6493
Keyport,NJ,40.4328,-74.2011
Greenville,IL,38.8867,-89.3894
Connerton,FL,28.3022,-82.4624
Wescosville,PA,40.5617,-75.5489
West Frankfort,IL,37.8997,-88.9301
Rapid Valley,SD,44.0674,-103.1223
Brockport,NY,43.2137,-77.9404
Millsboro,DE,38.5892,-75.3089
Withamsville,OH,39.0628,-84.2808
Pinon Hills,CA,34.4437,-117.6214
Rayne,LA,30.2403,-92.2668
Clarkston Heights-Vineland,WA,46.377,-117.092
Northlake,TX,33.0809,-97.2548
Wailua Homesteads,HI,22.065,-159.3771
Dacula,GA,33.9815,-83.8952
Lincoln,AL,33.5935,-86.1365
Floris,VA,38.9347,-77.4084
Burton,SC,32.4232,-80.7456
Kentfield,CA,37.9481,-122.5497
Clover Creek,WA,47.1404,-122.3827
Contra Costa Centre,CA,37.926,-122.054
Marengo,IL,42.2299,-88.6163
Sandwich,IL,41.6497,-88.6179
Mentor-on-the-Lake,OH,41.7132,-81.3647
Sturgis,SD,44.411,-103.4973
University Park,IL,41.4461,-87.7154
Porters Neck,NC,34.2942,-77.7695
Grove,OK,36.5928,-94.7877
Heber Springs,AR,35.4995,-92.0292
Oceano,CA,35.1019,-120.6088
Inwood,FL,28.0391,-81.7677
Seminole,TX,32.7207,-102.6501
Milton-Freewater,OR,45.934,-118.3909
River Rouge,MI,42.2731,-83.1245
Cortland,OH,41.3319,-80.7195
Lionville,PA,40.0524,-75.644
Decatur,TX,33.2263,-97.5875
Fircrest,WA,47.2307,-122.5157
Logan,OH,39.5385,-82.4062
West Miami,FL,25.7578,-80.2969
Benton,IL,38.0109,-88.9179
Ocean Shores,WA,46.9684,-124.152
Winsted,CT,41.9262,-73.0675
South Monrovia Island,CA,34.1234,-117.9958
Mecca,CA,33.5767,-116.0645
Trinity,NC,35.8756,-80.0093
Long Branch,VA,38.8302,-77.2713
Waveland,MS,30.293,-89.3905
Pacific,WA,47.261,-122.2507
Delphos,OH,40.8465,-84.3368
San Isidro,PR,18.3921,-65.8844
Alta Sierra,CA,39.1237,-121.0523
Church Hill,TN,36.5204,-82.7151
Lake Murray of Richland,SC,34.1209,-81.2653
Belle Isle,FL,28.4723,-81.3491
Addis,LA,30.3652,-91.2658
Barrington,NJ,39.8689,-75.0514
"Islamorada, Village of Islands",FL,24.9407,-80.6098
Nappanee,IN,41.4451,-85.994
Fayetteville,TN,35.149,-86.5634
Heathrow,FL,28.7754,-81.3721
Richboro,PA,40.2262,-75.0006
New Canaan,CT,41.142,-73.4905
Boyes Hot Springs,CA,38.3126,-122.4888
Philadelphia,MS,32.7761,-89.1221
Waikoloa Village,HI,19.9443,-155.8053
Woods Creek,WA,47.8822,-121.8981
Frostburg,MD,39.6506,-78.9269
St. Joseph,MN,45.5655,-94.3035
Isanti,MN,45.4925,-93.2408
Fort Pierce North,FL,27.4736,-80.3595
Morrilton,AR,35.1558,-92.7387
Atherton,CA,37.454,-122.2031
Clover,SC,35.1125,-81.2202
Clinton,IL,40.1468,-88.9633
Sandston,VA,37.512,-77.3149
Demopolis,AL,32.498,-87.8298
Robinson,IL,39.0089,-87.7333
Fort Bragg,CA,39.4399,-123.8013
Spring Lake Park,MN,45.1161,-93.2451
Midland Park,NJ,40.9952,-74.141
Kosciusko,MS,33.0585,-89.5893
Milltown,NJ,40.4504,-74.4351
Fair Plain,MI,42.0823,-86.4516
Rockland,ME,44.1274,-69.1369
Tuckahoe,NY,40.9531,-73.823
Plymouth Meeting,PA,40.1097,-75.2803
Youngtown,AZ,33.5846,-112.3048
Robertsdale,AL,30.5535,-87.7023
West Slope,OR,45.4962,-122.773
Belfast,ME,44.4279,-69.0325
Staples,CT,41.1508,-73.3283
Rutherford,PA,40.2696,-76.7678
Garnet,CA,33.9179,-116.4796
Parkwood,WA,47.5266,-122.5986
Garden Home-Whitford,OR,45.4642,-122.7588
Mountainside,NJ,40.6811,-74.3601
Stratford,NJ,39.829,-75.0156
Perry,FL,30.109,-83.5821
Kasson,MN,44.0333,-92.7479
Sudden Valley,WA,48.7236,-122.3442
Ormond-by-the-Sea,FL,29.3437,-81.0677
Greenbrier,TN,36.4243,-86.7975
Roosevelt,UT,40.2924,-110.0093
Idabel,OK,33.904,-94.8285
Stickney,IL,41.8183,-87.773
Natrona Heights,PA,40.6234,-79.7298
Kingston,RI,41.4738,-71.5236
Nevada,IA,42.0184,-93.4633
Homeland Park,SC,34.4644,-82.6593
LaFayette,GA,34.7089,-85.2815
Oneonta,AL,33.9394,-86.4932
Nitro,WV,38.4117,-81.8193
Hutchison,VA,38.9636,-77.411
Manorhaven,NY,40.8399,-73.7127
Sealy,TX,29.7662,-96.163
Mount Healthy,OH,39.2338,-84.5468
Union,OH,39.9103,-84.2901
Fowler,CA,36.6243,-119.6737
Lecanto,FL,28.8359,-82.488
Orlovista,FL,28.5441,-81.4629
St. Louis,MI,43.4082,-84.6118
Junction City,OR,44.2068,-123.2102
Morehead,KY,38.1906,-83.4466
Tamaqua,PA,40.8033,-75.9344
Binghamton University,NY,42.0893,-75.9684
Harrisville,UT,41.2852,-111.9859
Ewa Villages,HI,21.3417,-158.0389
Whitemarsh Island,GA,32.0304,-81.0109
Aquia Harbour,VA,38.4598,-77.3806
Mendota,IL,41.5553,-89.1041
Connellsville,PA,40.0161,-79.5893
Kirtland,OH,41.5969,-81.3406
Ambridge,PA,40.5921,-80.2265
St. Albans,VT,44.8119,-73.0849
Catalina,AZ,32.4848,-110.8997
Hamilton,AL,34.1346,-87.9755
Wollochet,WA,47.2828,-122.5768
Old Greenwich,CT,41.0254,-73.5692
Wayne,PA,40.0409,-75.3945
Tellico Village,TN,35.6984,-84.2641
Live Oak,FL,30.2957,-82.9847
Radisson,NY,43.1824,-76.2988
St. James,NC,33.9467,-78.1132
Lincroft,NJ,40.3391,-74.1282
Napili-Honokowai,HI,20.9767,-156.6646
Mount Carmel,IL,38.4187,-87.7695
Hurricane,WV,38.4293,-82.0182
Shamokin,PA,40.7881,-76.555
Ocean City,MD,38.3998,-75.0715
Huntingdon,PA,40.5,-78.0097
Lacombe,LA,30.3141,-89.931
Silsbee,TX,30.3456,-94.1764
Sappington,MO,38.526,-90.373
Newport,TN,35.9617,-83.1976
Roslyn Heights,NY,40.7788,-73.6396
Taylor Mill,KY,39.0092,-84.4988
Norwich,NY,42.5333,-75.5227
Savannah,TX,33.2257,-96.9081
Elkins,WV,38.9237,-79.8541
Walden,NY,41.5603,-74.1879
Litchfield Park,AZ,33.5024,-112.3588
Castroville,CA,36.7649,-121.7534
Mexia,TX,31.6809,-96.4833
Aspen,CO,39.1951,-106.8369
Chesterland,OH,41.5269,-81.3545
Holly Springs,MS,34.7768,-89.4466
Centerville,SC,34.5257,-82.7161
Medina,MN,45.0326,-93.5834
Port LaBelle,FL,26.7565,-81.3827
Charles Town,WV,39.2746,-77.8631
Lanett,AL,32.8577,-85.2078
Corcoran,MN,45.1089,-93.5837
Maple Glen,PA,40.1778,-75.1793
Ben Lomond,CA,37.0782,-122.0881
Arlington Heights,PA,41.0041,-75.2112
Batesville,IN,39.2974,-85.2144
Hobart,WA,47.412,-121.996
Bridgeport,MI,43.3706,-83.8827
Calumet Park,IL,41.665,-87.6577
Darnestown,MD,39.0969,-77.3033
Chester,IL,37.92,-89.826
Unionville,NC,35.0716,-80.5173
Ave Maria,FL,26.3218,-81.4397
Monessen,PA,40.1519,-79.8828
Thomson,GA,33.4679,-82.4968
Huron,OH,41.3912,-82.5636
Ambler,PA,40.1564,-75.2215
Tanglewilde,WA,47.0512,-122.7809
Clifton Heights,PA,39.9301,-75.2958
La Feria,TX,26.1544,-97.8255
Allendale,NJ,41.0332,-74.1333
St. Augustine Beach,FL,29.8415,-81.2713
Valley Park,MO,38.5513,-90.4923
Byron Center,MI,42.8121,-85.7279
Marianna,FL,30.7943,-85.2259
Litchfield,IL,39.1954,-89.63
Loomis,CA,38.8093,-121.1955
Osceola,AR,35.6942,-89.9934
Pepper Pike,OH,41.48,-81.462
South Hill,NY,42.4113,-76.4883
Murphysboro,IL,37.7678,-89.3324
Lake Alfred,FL,28.1041,-81.7264
Roeland Park,KS,39.0359,-94.6374
Columbiana,OH,40.8872,-80.6757
Bennettsville,SC,34.6303,-79.6875
Marshall,MI,42.2618,-84.9598
Bowleys Quarters,MD,39.3198,-76.3856
Paradise,CA,39.7558,-121.6063
Vandenberg Village,CA,34.7111,-120.4622
Spotsylvania Courthouse,VA,38.1993,-77.5892
Donaldsonville,LA,30.0954,-90.9925
Sturtevant,WI,42.6995,-87.9019
Satsuma,AL,30.8578,-88.0631
University at Buffalo,NY,43.0025,-78.7887
Sterling,AK,60.5405,-150.8089
Chesnut Hill,PA,40.7236,-75.2074
Atlantic,IA,41.3958,-95.0136
Bonne Terre,MO,37.9209,-90.5425
Belle Mead,NJ,40.4684,-74.6559
South Monroe,MI,41.8927,-83.4186
Lawrence,NY,40.6041,-73.7151
Tehaleh,WA,47.1165,-122.1824
Joshua Tree,CA,34.1236,-116.3128
Orland Hills,IL,41.5905,-87.8414
Notre Dame,IN,41.7014,-86.2378
Stewartville,MN,43.8606,-92.4896
Opp,AL,31.2848,-86.257
Lake Mathews,CA,33.825,-117.3683
Folcroft,PA,39.8891,-75.277
Linglestown,PA,40.3444,-76.7948
Fox Point,WI,43.1581,-87.9013
Bayville,NY,40.9076,-73.5602
Eldridge,IA,41.639,-90.5809
Ross,IN,41.5267,-87.3748
Nuevo,CA,33.8011,-117.1414
Pinehurst,MA,42.5334,-71.2339
Brookings,OR,42.0697,-124.3002
North Syracuse,NY,43.1339,-76.1304
South Patrick Shores,FL,28.202,-80.6137
Vine Grove,KY,37.8134,-85.9828
Gateway,AK,61.5668,-149.2417
Purcell,OK,35.0231,-97.3757
South Run,VA,38.7467,-77.2754
Delano,MN,45.0384,-93.793
Gunnison,CO,38.548,-106.9246
Oakmont,PA,40.52,-79.8365
Liberty Hill,TX,30.6638,-97.9063
Jordan,MN,44.6648,-93.6351
Tappan,NY,41.027,-73.952
Eastwood,MI,42.3027,-85.5447
Bedford,VA,37.336,-79.5179
Air Force Academy,CO,38.9942,-104.8639
Nephi,UT,39.7069,-111.8326
Moapa Valley,NV,36.6078,-114.4566
Galax,VA,36.666,-80.9176
Willis,TX,30.4314,-95.4831
Heathcote,NJ,40.3878,-74.578
Cochituate,MA,42.329,-71.3576
Steilacoom,WA,47.1703,-122.5933
Boonville,IN,38.0456,-87.2907
Plattsmouth,NE,41.0054,-95.894
Edgemoor,DE,39.7547,-75.5069
Lutherville,MD,39.424,-76.6177
Kahaluu-Keauhou,HI,19.5669,-155.9533
Raleigh Hills,OR,45.4851,-122.7567
Belpre,OH,39.2815,-81.5972
Carolina Beach,NC,34.0396,-77.8966
Green Knoll,NJ,40.6047,-74.6147
Winthrop Harbor,IL,42.4805,-87.8293
Blakely,PA,41.486,-75.6012
Normandy Park,WA,47.4342,-122.3436
Rockville,CT,41.8665,-72.4512
Gurabo,PR,18.2528,-65.9785
Ellettsville,IN,39.2322,-86.6232
Forest Glen,MD,39.019,-77.0447
Bridgewater,VA,38.3862,-78.9674
Lackland AFB,TX,29.3866,-98.6179
Ontario,OH,40.771,-82.6104
Homeacre-Lyndora,PA,40.8721,-79.9211
Indiantown,FL,27.0376,-80.491
Thermalito,CA,39.4909,-121.615
Stone Mountain,GA,33.8035,-84.1723
Aubrey,TX,33.2874,-96.9622
Hebron,KY,39.0626,-84.709
Burnet,TX,30.7496,-98.2383
Harvest,AL,34.8558,-86.752
North Caldwell,NJ,40.8629,-74.2576
Rancho Calaveras,CA,38.1248,-120.857
Jamul,CA,32.7184,-116.8709
Green Hill,TN,36.2349,-86.5733
Oakdale,LA,30.8158,-92.6542
Buena Vista,VA,37.7319,-79.3568
Selma,NC,35.5406,-78.2932
Lynchburg,TN,35.2846,-86.3587
Black Jack,MO,38.7993,-90.264
Dunlap,IN,41.6346,-85.9235
Lake Shore,WA,45.6911,-122.6911
Litchfield,MN,45.1221,-94.5253
Orchard Mesa,CO,39.0363,-108.5166
Strathmore,NJ,40.4018,-74.2194
Belle Haven,VA,38.7775,-77.0574
Solvay,NY,43.0571,-76.2123
Hapeville,GA,33.6609,-84.4093
Northgate,OH,39.2533,-84.5941
Milton,PA,41.0088,-76.8507
West View,PA,40.5182,-80.0333
Upper Sandusky,OH,40.8298,-83.2721
